,Nit No.,Title,Last Date,Published On
218,4929,Making a New Porta Cabin & Modification in Existing Porta Cabins by making windows and front wall iron grill by welding Steel Bars in between Large Gaps for Security Purpose at Sonipat Campus of IIT Delhi,27-02-2025,19-02-2025
219,4932,Supply of Manpower for Boys Hostel Maintenance Unit at IIT Delhi during 2025-26.,27-02-2025,19-02-2025
220,4933,Day-to-day maintenance for water coolers and reverse osmosis system installed in various sites at IIT Delhi.,27-02-2025,20-02-2025
221,8,Geotechnical Investigation of proposed site for construction of 2B+G+11..........R.K.Puram Sector-3 extension campus of IIT Delhi,28-02-2025,24-02-2025
222,4901,A Machine for Continuous Production of Electroconductive Fabric,25-02-2025,28-01-2025
223,4927,CAMC of 03 Nos. Johnson lifts installed in Himadri Hostel (Girls Hostel) in Residential area (East Campus) at IIT Delhi.,25-02-2025,18-02-2025
224,4928,"SITC of Centralised Drinking Water Filtration (RO) and Distribution System in SATHI Bldg, Sonipat, IIT Campus",25-02-2025,18-02-2025
225,4919,Providing and Fixing smart sensor based water level controller for automation of water supply in Dronagiri and Saptagiri hostels at IIT Delhi.,21-02-2025,14-02-2025
226,4921,Supply of Manpower & Material in Furniture Workshop for  the year 2024-2025 at IIT Delhi.,21-02-2025,14-02-2025
227,4922,Operation and Maintenance of Indoor and Outdoor Telephone Network at IIT Delhi.,21-02-2025,14-02-2025
228,4924,Automatic Density Measurement System,21-02-2025,14-02-2025
229,4915,"Providing and fixing of Anti- Bird Spikes/ Pigeon Control Spikes System on Stainless steel space frame structure (3D truss) and Cleaning of Structural glazing / facade, spider cobweb work in I-TEC Building at Sonipat Campus of IIT Delhi",19-02-2025,10-02-2025
230,4892,Twin Screw Extruder,18-02-2025,28-01-2025
231,4899,Auto Refractometer/Non-Contact Tonometer/Keratometer/Non-Contact Pachymeter (Combination Machine),18-02-2025,28-01-2025
232,4900,Planetary Ball Mill,18-02-2025,28-01-2025
233,4916,"Comprehensive Maintenance of 216 HP VRF ACs of Mittal Sports Complex, IIT Delhi",18-02-2025,11-02-2025
234,4913,Construction of temporary Toilets in West Campus at IIT Delhi.,17-02-2025,07-02-2025
235,4914,"Replacement of Pre-Filters, Hepa Filters and Bag Filters of Air Handling Units of ITEC and CRF Building Sonipat Campus of IIT Delhi",14-02-2025,07-02-2025
236,4908,"Rehabilitation and Retrofitting of RCC slab, beam of various rooms and toilets of Hostels in Boys Hostel area at IIT Delhi.",12-02-2025,03-02-2025
237,4909,A.R. & M.O. to Buildings in Residential Area of West campus at IIT Delhi during the year 2025-26.,12-02-2025,03-02-2025
238,4893,Setting up dry labs in Academic Complex East (99C) and Academic Complex West (99B) at IIT Delhi,11-02-2025,21-01-2025
239,4893,"Addendum in NIQ 4893 ""Setting up dry labs in Academic Complex East (99C) and Academic Complex West (99B) at IIT Delhi""",11-02-2025,31-01-2025
240,4910,Active Vibration Control System,11-02-2025,04-02-2025
241,4889,Annual maintenance contract of clean rooms facility,10-02-2025,20-01-2025
242,4903,Providing and fixing anchor fastener and other miscellaneous civil work in Vishwakarma Bhawan (DMS) at IIT Delhi.,10-02-2025,30-01-2025
243,4904,"Providing and fixing of roller blinds at Karakoram Hostels Mess and dining area and Miscellaneous civil work of NSS room at Student Activity Centre, IIT Delhi.",10-02-2025,30-01-2025
244,4905,"Supplying and fixing of Anticorrosive FRP Coating on MS Condenser Pipe of AC Plants, IIT Delhi",10-02-2025,30-01-2025
245,4906,Supply of Manpower for Academic and East Campus Area Civil Maintenance Services at IIT Delhi.,10-02-2025,31-01-2025
246,4907,"Major Repair and modification of type III B-type, (10 nos. houses) IVC-type and D-type house (05 nos. of each type houses) in East Campus at IIT Delhi",10-02-2025,31-01-2025
247,4902,Comprehensive Maintenance of VRF AC Units of Academic Block 3 and 4 at IIT Delhi,06-02-2025,28-01-2025
248,85,Invitation for Quotations Open Cover Insurance Policy for Import Shipments,05-02-2025,31-01-2025
249,4875,High resolution atomic force microscopy,05-02-2025,08-01-2025
250,4882,Maskless Lithography system with 9x9 wafer processing with 600 nm resolution,03-02-2025,13-01-2025
251,4883,"High speed camera with 8,00,000 fps or more at 128 * 16 pixels",03-02-2025,13-01-2025
252,4898,"Replacement of Batteries for  2 X 100 KVA UPS system of ITEC Building, Sonipat Campus.",03-02-2025,27-01-2025
253,4897,Supply of Manpower and Material in Furniture Workshop for the year 2024-2025 at IIT Delhi,31-01-2025,23-01-2025
254,4894,"Providing, Fabrication, Installation, Testing and Commissioning of Walk-in-Cold Room in Dronagiri Hostel, IIT Delhi (including CAMC for 5 Yrs post DLP)",30-01-2025,22-01-2025
255,4895,"Providing and Laying 150 mm dia Fire Fighting line from Zanskar Hostel pump room to 03 nos. Boys hostels (Shivalik Hostel, Vindhyanchal Hostel and Kumaun Hostel) in west campus area at IIT Delhi.",30-01-2025,22-01-2025
256,4896,Providing Electrical Earthing Arrangement in CRF Building Area Sonipat Campus of IIT Delhi.,30-01-2025,23-01-2025
257,4876,Fixed-bed reactor for CO2 capture and methanation,29-01-2025,08-01-2025
258,4873,Hydrothermal Reactor,28-01-2025,07-01-2025
259,4870,GAS CHROMATOGRAPH,28-01-2025,07-01-2025
260,4874,Rotary Calciner,28-01-2025,07-01-2025
261,4887,Supply of Manpower for West Campus Maintenance Unit at IIT Delhi during 2025-26.,27-01-2025,16-01-2025
262,4891,"Replacement of outlived Cooling Tower in MSB building & Library Building, IIT Delhi",27-01-2025,20-01-2025
263,4890,Comprehensive maintenance contract of 16Nos TK Elevator (Thyssen krupp) Make Lifts installed in Various Building in West Campus at IIT Delhi.,27-01-2025,20-01-2025
264,4886,SITC of Split and WAC Units in Labs and Offices in IIT Delhi (ACCR DEC 2024),23-01-2025,16-01-2025
265,4888,SITC of Scale Prevention Device in Condenser Pipeline of Chiller ACs in IIT Delhi,23-01-2025,16-01-2025
266,4865,CNG and Hydrogen transportation setup,22-01-2025,31-12-2024
267,4885,"Providing and Fixing of Fire Retardant HT and LT Electrical Flooring in Electrical Rooms of ITEC and CRF Buildings, Sonipat Campus of IIT Delhi",22-01-2025,15-01-2025
268,4863,Laser Welding Machine 2 KW,21-01-2025,31-12-2024
269,4860,Down Draft Tables for Welding,20-01-2025,30-12-2024
270,4861,CNC Fiber Laser Cutting Machine 3 KW,20-01-2025,30-12-2024
271,4878,"Special Structural repair and waterproofing work of III B-type (10 nos.), IVC-type and D-type houses (01 nos. of each type houses) in East Campus at IIT Delhi.",20-01-2025,10-01-2025
272,4884,Comprehensive Annual Maintenance Contract of 01 No Johnson Lift installed in Mittal Sport Complex at IIT Delhi.,20-01-2025,13-01-2025
273,4877,Providing and fixing of Electrical Installation Work in Academic Complex in different laboratory/ offices at IIT Delhi.,17-01-2025,09-01-2025
274,4879,Maintenance and Repairing of E.I. and fans in residential area east campus i/c street lighting and D.G. set in Himadri and Sahyadri hostel at IIT Delhi.,17-01-2025,10-01-2025
275,4880,"Round the clock Operation of DG Sets for academic area, west campus, main and admin building at IIT Delhi.",17-01-2025,10-01-2025
276,4881,Operation and routine maintenance of electrical equipments installed in various sub-stations at IIT Delhi.,17-01-2025,10-01-2025
277,4871,Comprehensive maintenance including day-to-day maintenance and operation of reverse osmosis system installed at various locations in IIT Delhi.,13-01-2025,06-01-2025
278,4872,Providing and fixing of CPVC pipe line and allied work in Udaigiri Hostel Mess  at IIT Delhi.,13-01-2025,06-01-2025
279,4869,Repairing and replacement of different components of 3 x 350 TR Cooling towers of Sonipat Campus.,10-01-2025,03-01-2025
280,4868,"Providing Soft-Starter for CT Fan Motors of Sahyadri AC Plant, IIT Delhi.",09-01-2025,02-01-2025
281,4849,Complete NI PXIe 7856R FPGA Module,08-01-2025,18-12-2024
282,4864,"Comprehensive Maintenance of Civil work, Horticulture, Public Health Work, Service of Housekeeping and Round the clock O & M services for   public health work at Sonipat Campus of IIT Delhi for the year 2025-2026.",08-01-2025,31-12-2024
283,4866,"Routine, Preventive and Breakdown Maintenance of 2 x 160 KVA On-line UPS for NRF Lab, Block-VI at IIT Delhi.",08-01-2025,01-01-2025
284,4867,"SITC of Centralised Drinking Water Filtration (RO) and Distribution System in SATHI Bldg, Sonipat, IIT Campus",08-01-2025,01-01-2025
285,4862,Comprehensive maintenance contract of 16Nos TK Elevator (Thyssen krupp) Make Lifts installed in Various Building in West Campus at IIT Delhi.,07-01-2025,31-12-2024
286,5,"Providing and fixing Hi- Intensity Prismatic Retro Reflective Signage Board for Basement Parking, Building Index, Fire Assembly Point and Harassment signage at Sonipat Campus of IIT Delhi.",07-01-2025,31-12-2024
287,4838,Thermal Conductivity analyser,06-01-2025,09-12-2024
288,4859,Providing and laying Kota Stone flooring and other minor works for setting up Central Workshop labs in Academic Block West (99B) at IIT Delhi.,03-01-2025,19-12-2024
289,4857,"Providing manpower for electricity metering, billing allied work at IIT Delhi.",01-01-2025,24-12-2024
290,4843,Servo Motors with Motion Controller Hardware and Software for Pneumatically Configurable Finishing System,31-12-2024,10-12-2024
291,4847,Renovation and Modification of Central Library in Academic Area at IIT Delhi.,31-12-2024,17-12-2024
292,4856,"Providing, Fabrication, Installation, Testing and Commissioning of Walk-in-Cold Room in Dronagiri Hostel, IIT Delhi (including CAMC for 5 Yrs post DLP)",31-12-2024,23-12-2024
293,4858,"Comprehensive AMC of 2 x 100 KVA UPS System, (Make - Autometer Alliance Ltd) installed in CRF Building Sonipat Campus of IIT Delhi.",31-12-2024,24-12-2024
294,755,Providing and fixing  of Auto-Sequential timer panel in  different lab in IITD.,31-12-2024,27-12-2024
295,4825,"Design, Integration and Supply of buoys and accessories with field services (Expression of Interest)",30-12-2024,09-12-2024
296,4839,Consultancy assignment for analysis and data collection from the cement industry regarding the potential for adoption of LC3,30-12-2024,09-12-2024
297,4850,Maintenance and repairing of electrical installation i/c street lighting in Academic area at IIT Delhi.,27-12-2024,18-12-2024
298,4855,"Providing & Fixing of Fire Retardant HT & LT Electrical Flooring in Electrical Rooms of ITEC & CRF Buildings, Sonipat Campus of IIT Delhi",27-12-2024,20-12-2024
299,4816,Computer Controlled High Pressure Fixed Bed Reactor,24-12-2024,26-11-2024
300,4848,Operation and Maintenance of Indoor and Outdoor Telephone Network at IIT Delhi.,24-12-2024,17-12-2024
301,4851,Round the clock Operation and Maintenance of E and M Services of Sonipat Campus of IIT Delhi,26-12-2024,19-12-2024
302,4853,"Structural Repair of RC members, additional support to cantilever verandah, removing damaged C.C. jali, and face lifting of Kailash Hostel at IIT Delhi",26-12-2024,19-12-2024
303,4854,Day to day Maintenance of general electrical installation in west campus at IIT Delhi.,26-12-2024,19-12-2024
304,4846,Set up of Civil and Electrical Maintenance Unit and P/F concertina coil at boundary wall from gate no.2 to gate no.3 in East Campus Area at IIT Delhi.,23-12-2024,12-12-2024
305,4812,corrigendum_IITD Empanelment of Intellectual property (IP) Firms,20-12-2024,06-12-2024
306,4824,NIKKOR Z 600mm f/4 TC VR S,19-12-2024,28-11-2024
307,4844,"Comprehensive Maintenance of Civil work, Horticulture, Public Health Work, Service of Housekeeping and Round the clock O and M services for public health work at Sonipat Campus of IIT Delhi for the year 2025-2026.",19-12-2024,10-12-2024
308,4818,Supply and Installation of Scratch Tester,18-12-2024,27-11-2024
309,4819,High Performance Chromatography HPLC,18-12-2024,27-11-2024
310,4845,"Special Structural Repair Work of columns, facias, Beams, and ceiling of slabs at various location in academic area at IIT Delhi",18-12-2024,11-12-2024
311,4815,Spectrophotometer,17-12-2024,26-11-2024
312,4812,IITD Empanelment of Intellectual property (IP) Firms,13-12-2024,21-11-2024
313,4814,Single Mode Fiber (SMF) for operation at 633 nm (bare Fiber),16-12-2024,25-11-2024
314,4821,Corrigendum_IITD Empanelment of Intellectual property (IP) Firms,13-12-2024,29-11-2024
315,4831,A.R. & M.O. to Buildings in Boys Hostel Maintenance Area at IIT Delhi.,12-12-2024,04-12-2024
316,4833,"Providing and fixing of Anti- Bird Spikes/ Pigeon Control Spikes System on Stainless steel space frame structure (3D truss) and Cleaning of Structural glazing / facade, spider cobweb work in I-TEC Building at Sonipat Campus of IIT Delhi.",12-12-2024,05-12-2024
317,4834,"Routine, Preventive and Breakdown Maintenance of 2 x 160 KVA On-line UPS for NRF Lab, Block-VI at IIT Delhi.",12-12-2024,05-12-2024
318,4835,A/R and M/O Buildings for providing and fixing of anchor fastener and other miscellaneous allied work at Sonipat Campus of IIT Delhi during the year 2024-2025.(Phase-I),13-12-2024,06-12-2024
319,4836,Painting work in residences of east campus area at IIT Delhi,16-12-2024,06-12-2024
320,4837,Comprehensive maintenance including day-to-day maintenance of water coolers at various location in IIT Delhi.,16-12-2024,09-12-2024
321,4840,Structural Repair / Recasting of cantilever balcony of Blocks C2 in East Campus at IIT Delhi.,16-12-2024,09-12-2024
322,4841,"Providing and Fixing fire retardant LT electrical flooring at Himadri hostel in machine room & panel rooms in Himadri, Kailash & Sahyadri hostel in East campus area at IIT Delhi.",16-12-2024,09-12-2024
323,4842,"Providing Soft-Starter for CT Fan Motors of Sahyadri AC Plant, IIT Delhi",16-12-2024,09-12-2024
324,4811,Ultracentrifuge Machine (High Speed Centrifuge),11-12-2024,20-11-2024
325,4832,"CAMC of Johnson lifts installed at Bharti School building, M.S building and IT School building in Academic area at IIT Delhi.",11-12-2024,05-12-2024
326,4828,SITC of Scale Prevention Device in Condenser Pipeline of Chiller ACs in IIT Delhi,10-12-2024,03-12-2024
327,4829,SITC of Telephone Instrument and associated wiring in the lifts of 99B and 99C building at IIT Delhi,10-12-2024,03-12-2024
328,4810,PM2.5 Analyzer (Samplers),09-12-2024,18-11-2024
329,4826,Manning and rescue operation for 53 Nos. passenger lifts & operation of pump in west campus of IIT Delhi (For Six Months),09-12-2024,02-12-2024
330,4827,Comprehensive maintenance contract of 16Nos TK Elevator (Thyssen krupp) Make Lifts installed in Various Building in West Campus at IIT Delhi,09-12-2024,02-12-2024
331,4830,Day-to-day maintenance for water coolers and reverse osmosis system installed in various sites at IIT Delhi.,09-12-2024,04-12-2024
332,4805,Manufacture and Supply of Solid Catalyst for a Pilot Plant Facility,05-12-2024,14-11-2024
333,4822,Day to day minor addition and alteration of Electrical installation work in Residential & Hostel located in East Campus at IIT Delhi.,05-12-2024,28-11-2024
334,4823,"Supplying, Installation, Testing and Commissioning of conversion kit with exhaust assembly of 750 KVA LT DG and performing B-Check of 2000 KVA HT DG installed at IIT Delhi.",05-12-2024,28-11-2024
335,4802,Digital Delay Generator with Accessories (01 No.),04-12-2024,13-11-2024
336,4820,"Implementation of VAV Based Room Temp. Control in AHUs of LHC Bldg., IIT Delhi.",04-12-2024,27-11-2024
337,4821,Providing and fixing single phase 1 KVA online UPS with SNMP card in different substations in whole campus at IIT Delhi.,04-12-2024,27-11-2024
338,4817,GPR scanning at various roads in whole campus at IIT Delhi.,03-12-2024,26-11-2024
339,4813,"Retrofitting, Repair and Terrace waterproofing of IIIA-6 (North Avenue Block) in East Campus at IIT Delhi",28-11-2024,21-11-2024
340,4788,CO2 incubators for mammalian cell culture (12 Nos.),26-11-2024,29-10-2024
341,4803,"Addition and Alteration Work in MDF, Academic Area, Old Campus and New Campus at IIT Delhi",25-11-2024,14-11-2024
